Year,State,Municipality,Type,Homicides
2020,Oaxaca,San Pedro Ixcatlán,municipality,3
2020,Oaxaca,San Pedro Ixtlahuaca,municipality,2
2020,Oaxaca,San Pedro Jaltepetongo,municipality, 
2020,Oaxaca,San Pedro Jicayán,municipality,1
2020,Oaxaca,San Pedro Jocotipac,municipality, 
2020,Oaxaca,San Pedro Juchatengo,municipality, 
2020,Oaxaca,San Pedro Mártir,municipality, 
2020,Oaxaca,San Pedro Mártir Quiechapa,municipality,1
2020,Oaxaca,San Pedro Mártir Yucuxaco,municipality, 
2020,Oaxaca,San Pedro Mixtepec,municipality,16
2020,Oaxaca,San Pedro Mixtepec,municipality, 
2020,Oaxaca,San Pedro Molinos,municipality,1
2020,Oaxaca,San Pedro Nopala,municipality, 
2020,Oaxaca,San Pedro Ocopetatillo,municipality, 
2020,Oaxaca,San Pedro Ocotepec,municipality, 
2020,Oaxaca,San Pedro Pochutla,municipality,13
2020,Oaxaca,San Pedro Quiatoni,municipality, 
2020,Oaxaca,San Pedro Sochiápam,municipality, 
2020,Oaxaca,San Pedro Tapanatepec,municipality,6
2020,Oaxaca,San Pedro Taviche,municipality, 
2020,Oaxaca,San Pedro Teozacoalco,municipality, 
2020,Oaxaca,San Pedro Teutila,municipality, 
2020,Oaxaca,San Pedro Tidaá,municipality, 
2020,Oaxaca,San Pedro Topiltepec,municipality, 
2020,Oaxaca,San Pedro Totolápam,municipality,2
2020,Oaxaca,Villa de Tututepec,municipality,27
2020,Oaxaca,San Pedro Yaneri,municipality, 
2020,Oaxaca,San Pedro Yólox,municipality, 
2020,Oaxaca,San Pedro y San Pablo Ayutla,municipality, 
2020,Oaxaca,Villa de Etla,municipality,3
2020,Oaxaca,San Pedro y San Pablo Teposcolula,municipality, 
2020,Oaxaca,San Pedro y San Pablo Tequixtepec,municipality, 
2020,Oaxaca,San Raymundo Jalpan,municipality,2
2020,Oaxaca,San Sebastián Abasolo,municipality, 
2020,Oaxaca,San Sebastián Coatlán,municipality, 
2020,Oaxaca,San Sebastián Ixcapa,municipality,1
2020,Oaxaca,San Sebastián Nicananduta,municipality, 
2020,Oaxaca,San Sebastián Río Hondo,municipality, 
2020,Oaxaca,San Sebastián Tecomaxtlahuaca,municipality, 
2020,Oaxaca,San Sebastián Teitipac,municipality, 
2020,Oaxaca,San Sebastián Tutla,municipality,2
2020,Oaxaca,San Simón Almolongas,municipality, 
2020,Oaxaca,San Simón Zahuatlán,municipality, 
2020,Oaxaca,Santa Ana,municipality, 
2020,Oaxaca,Santa Ana Cuauhtémoc,municipality, 
2020,Oaxaca,Santa Ana del Valle,municipality, 
2020,Oaxaca,Santa Ana Tavela,municipality, 
2020,Oaxaca,Santa Ana Tlapacoyan,municipality,1
2020,Oaxaca,Santa Ana Zegache,municipality, 
2020,Oaxaca,Santa Catalina Quierí,municipality, 
2020,Oaxaca,Santa Catarina Cuixtla,municipality,1
2020,Oaxaca,Santa Catarina Ixtepeji,municipality, 
2020,Oaxaca,Santa Catarina Juquila,municipality,4
2020,Oaxaca,Santa Catarina Lachatao,municipality, 
2020,Oaxaca,Santa Catarina Loxicha,municipality,1
2020,Oaxaca,Santa Catarina Mechoacán,municipality,2
2020,Oaxaca,Santa Catarina Minas,municipality, 
2020,Oaxaca,Santa Catarina Quiané,municipality, 
2020,Oaxaca,Santa Catarina Tayata,municipality, 
2020,Oaxaca,Santa Catarina Yosonotú,municipality,2
2020,Oaxaca,Santa Cruz Acatepec,municipality, 
2020,Oaxaca,Santa Cruz Amilpas,municipality, 
2020,Oaxaca,Santa Cruz de Bravo,municipality, 
2020,Oaxaca,Santa Cruz Itundujia,municipality,1
2020,Oaxaca,Santa Cruz Mixtepec,municipality, 
2020,Oaxaca,Santa Cruz Nundaco,municipality, 
2020,Oaxaca,Santa Cruz Papalutla,municipality, 
2020,Oaxaca,Santa Cruz Tacache de Mina,municipality, 
2020,Oaxaca,Santa Cruz Tacahua,municipality, 
2020,Oaxaca,Santa Cruz Tayata,municipality, 
2020,Oaxaca,Santa Cruz Xitla,municipality, 
2020,Oaxaca,Santa Cruz Xoxocotlán,municipality,10
2020,Oaxaca,Santa Cruz Zenzontepec,municipality,3
2020,Oaxaca,Santa Gertrudis,municipality, 
2020,Oaxaca,Santa Inés del Monte,municipality, 
2020,Oaxaca,Santa Inés Yatzeche,municipality, 
2020,Oaxaca,Santa Lucía del Camino,municipality,2
2020,Oaxaca,Santa Lucía Miahuatlán,municipality, 
2020,Oaxaca,Santa Lucía Monteverde,municipality,2
2020,Oaxaca,Santa Lucía Ocotlán,municipality, 
2020,Oaxaca,Santa María Alotepec,municipality, 
2020,Oaxaca,Santa María Apazco,municipality, 
2020,Oaxaca,Santa María la Asunción,municipality, 
2020,Oaxaca,Heroica Ciudad de Tlaxiaco,municipality, 
2020,Oaxaca,Ayoquezco de Aldama,municipality, 
2020,Oaxaca,Santa María Atzompa,municipality,3
2020,Oaxaca,Santa María Camotlán,municipality, 
2020,Oaxaca,Santa María Colotepec,municipality,4
2020,Oaxaca,Santa María Cortijo,municipality, 
2020,Oaxaca,Santa María Coyotepec,municipality, 
2020,Oaxaca,Santa María Chachoápam,municipality, 
2020,Oaxaca,Villa de Chilapa de Díaz,municipality, 
2020,Oaxaca,Santa María Chilchotla,municipality,1
2020,Oaxaca,Santa María Chimalapa,municipality, 
2020,Oaxaca,Santa María del Rosario,municipality, 
2020,Oaxaca,Santa María del Tule,municipality,1
2020,Oaxaca,Santa María Ecatepec,municipality, 
2020,Oaxaca,Santa María Guelacé,municipality, 
2020,Oaxaca,Santa María Guienagati,municipality, 
2020,Oaxaca,Santa María Huatulco,municipality,12
2020,Oaxaca,Santa María Huazolotitlán,municipality,2
2020,Oaxaca,Santa María Ipalapa,municipality,3
2020,Oaxaca,Santa María Jacatepec,municipality,1
2020,Oaxaca,Santa María Jalapa del Marqués,municipality, 
2020,Oaxaca,Santa María Lachixío,municipality, 
2020,Oaxaca,Santa María Mixtequilla,municipality,3
2020,Oaxaca,Santa María Ozolotepec,municipality, 
2020,Oaxaca,Santa María Pápalo,municipality, 
2020,Oaxaca,Santa María Peñoles,municipality, 
2020,Oaxaca,Santa María Petapa,municipality,3
2020,Oaxaca,Santa María Quiegolani,municipality, 
2020,Oaxaca,Santa María Sola,municipality, 
2020,Oaxaca,Santa María Tataltepec,municipality, 
2020,Oaxaca,Santa María Tecomavaca,municipality, 
2020,Oaxaca,Santa María Temaxcalapa,municipality, 
2020,Oaxaca,Santa María Temaxcaltepec,municipality,1
2020,Oaxaca,Santa María Teopoxco,municipality, 
2020,Oaxaca,Santa María Tepantlali,municipality, 
2020,Oaxaca,Santa María Texcatitlán,municipality, 
2020,Oaxaca,Santa María Tlahuitoltepec,municipality,4
2020,Oaxaca,Santa María Tlalixtac,municipality, 
2020,Oaxaca,Santa María Tonameca,municipality,3
2020,Oaxaca,Santa María Totolapilla,municipality, 
2020,Oaxaca,Santa María Xadani,municipality,1
2020,Oaxaca,Santa María Yolotepec,municipality, 
2020,Oaxaca,Santa María Yosoyúa,municipality, 
2020,Oaxaca,Santa María Yucuhiti,municipality, 
2020,Oaxaca,Santa María Zacatepec,municipality,2
2020,Oaxaca,Santa María Zaniza,municipality, 
2020,Oaxaca,Santa María Zoquitlán,municipality,8
2020,Oaxaca,Santiago Amoltepec,municipality,14
2020,Oaxaca,Santiago Apoala,municipality, 
2020,Oaxaca,Santiago Apóstol,municipality, 
2020,Oaxaca,Santiago Astata,municipality,2
2020,Oaxaca,Santiago Atitlán,municipality, 
2020,Oaxaca,Santiago Ayuquililla,municipality, 
2020,Oaxaca,Santiago Cacaloxtepec,municipality, 
2020,Oaxaca,Santiago Camotlán,municipality, 
2020,Oaxaca,Santiago Comaltepec,municipality, 
2020,Oaxaca,Santiago Chazumba,municipality, 
2020,Oaxaca,Santiago Choápam,municipality,1
2020,Oaxaca,Santiago del Río,municipality, 
2020,Oaxaca,Santiago Huajolotitlán,municipality, 
2020,Oaxaca,Santiago Huauclilla,municipality, 
2020,Oaxaca,Santiago Ihuitlán Plumas,municipality, 
2020,Oaxaca,Santiago Ixcuintepec,municipality, 
2020,Oaxaca,Santiago Ixtayutla,municipality,13
2020,Oaxaca,Santiago Jamiltepec,municipality,18
2020,Oaxaca,Santiago Jocotepec,municipality,1
2020,Oaxaca,Santiago Juxtlahuaca,municipality,16
2020,Oaxaca,Santiago Lachiguiri,municipality,1
2020,Oaxaca,Santiago Lalopa,municipality, 
2020,Oaxaca,Santiago Laollaga,municipality, 
2020,Oaxaca,Santiago Laxopa,municipality, 
2020,Oaxaca,Santiago Llano Grande,municipality,4
2020,Oaxaca,Santiago Matatlán,municipality,1
2020,Oaxaca,Santiago Miltepec,municipality, 
2020,Oaxaca,Santiago Minas,municipality,1
2020,Oaxaca,Santiago Nacaltepec,municipality, 
2020,Oaxaca,Santiago Nundiche,municipality, 
2020,Oaxaca,Santiago Nuyoó,municipality, 
2020,Oaxaca,Santiago Pinotepa Nacional,municipality,32
2020,Oaxaca,Santiago Suchilquitongo,municipality,2
2020,Oaxaca,Santiago Tamazola,municipality,2
2020,Oaxaca,Santiago Tapextla,municipality,2
2020,Oaxaca,Villa Tejúpam de la Unión,municipality,1
2020,Oaxaca,Santiago Tenango,municipality, 
2020,Oaxaca,Santiago Tetepec,municipality,6
2020,Oaxaca,Santiago Texcalcingo,municipality,1
2020,Oaxaca,Santiago Textitlán,municipality,1
2020,Oaxaca,Santiago Tilantongo,municipality,1
2020,Oaxaca,Santiago Tillo,municipality, 
2020,Oaxaca,Santiago Tlazoyaltepec,municipality, 
2020,Oaxaca,Santiago Xanica,municipality, 
2020,Oaxaca,Santiago Xiacuí,municipality,1
2020,Oaxaca,Santiago Yaitepec,municipality,1
2020,Oaxaca,Santiago Yaveo,municipality,4
2020,Oaxaca,Santiago Yolomécatl,municipality, 
2020,Oaxaca,Santiago Yosondúa,municipality, 
2020,Oaxaca,Santiago Yucuyachi,municipality, 
2020,Oaxaca,Santiago Zacatepec,municipality, 
2020,Oaxaca,Santiago Zoochila,municipality, 
2020,Oaxaca,Nuevo Zoquiápam,municipality, 
2020,Oaxaca,Santo Domingo Ingenio,municipality, 
2020,Oaxaca,Santo Domingo Albarradas,municipality, 
2020,Oaxaca,Santo Domingo Armenta,municipality,1
2020,Oaxaca,Santo Domingo Chihuitán,municipality, 
2020,Oaxaca,Santo Domingo de Morelos,municipality,5
2020,Oaxaca,Santo Domingo Ixcatlán,municipality, 
2020,Oaxaca,Santo Domingo Nuxaá,municipality, 
2020,Oaxaca,Santo Domingo Ozolotepec,municipality, 
2020,Oaxaca,Santo Domingo Petapa,municipality,4
2020,Oaxaca,Santo Domingo Roayaga,municipality, 
2020,Oaxaca,Santo Domingo Tehuantepec,municipality,20
2020,Oaxaca,Santo Domingo Teojomulco,municipality, 
2020,Oaxaca,Santo Domingo Tepuxtepec,municipality, 
2020,Oaxaca,Santo Domingo Tlatayápam,municipality, 
2020,Oaxaca,Santo Domingo Tomaltepec,municipality,1
2020,Oaxaca,Santo Domingo Tonalá,municipality, 
2020,Oaxaca,Santo Domingo Tonaltepec,municipality, 
2020,Oaxaca,Santo Domingo Xagacía,municipality, 
2020,Oaxaca,Santo Domingo Zanatepec,municipality,3
2020,Oaxaca,Santos Reyes Nopala,municipality,5
2020,Oaxaca,Santos Reyes Pápalo,municipality, 
2020,Oaxaca,Santos Reyes Tepejillo,municipality, 
2020,Oaxaca,Santos Reyes Yucuná,municipality, 
2020,Oaxaca,Santo Tomás Jalieza,municipality,1
2020,Oaxaca,Santo Tomás Mazaltepec,municipality, 
2020,Oaxaca,Santo Tomás Ocotepec,municipality, 
2020,Oaxaca,Santo Tomás Tamazulapan,municipality, 
2020,Oaxaca,San Vicente Coatlán,municipality, 
2020,Oaxaca,San Vicente Lachixío,municipality, 
2020,Oaxaca,Silacayoápam,municipality,2
2020,Oaxaca,Sitio de Xitlapehua,municipality, 
2020,Oaxaca,Soledad Etla,municipality, 
2020,Oaxaca,Villa de Tamazulápam del Progreso,municipality, 
2020,Oaxaca,Tanetze de Zaragoza,municipality, 
2020,Oaxaca,Taniche,municipality, 
2020,Oaxaca,Tataltepec de Valdés,municipality,1
2020,Oaxaca,Teococuilco de Marcos Pérez,municipality, 
2020,Oaxaca,Teotitlán de Flores Magón,municipality, 
2020,Oaxaca,Teotitlán del Valle,municipality, 
2020,Oaxaca,Tepelmeme Villa de Morelos,municipality, 
2020,Oaxaca,"Heroica Villa Tezoatlán de Segura y Luna, Cuna de la Independencia de Oaxaca",municipality, 
2020,Oaxaca,San Jerónimo Tlacochahuaya,municipality,2
2020,Oaxaca,Tlacolula de Matamoros,municipality,7
2020,Oaxaca,Tlalixtac de Cabrera,municipality,2
2020,Oaxaca,Totontepec Villa de Morelos,municipality, 
2020,Oaxaca,Trinidad Zaachila,municipality, 
2020,Oaxaca,Unión Hidalgo,municipality, 
2020,Oaxaca,Valerio Trujano,municipality, 
2020,Oaxaca,San Juan Bautista Valle Nacional,municipality,1
2020,Oaxaca,Villa Díaz Ordaz,municipality, 
2020,Oaxaca,Yaxe,municipality, 
2020,Oaxaca,Magdalena Yodocono de Porfirio Díaz,municipality, 
2020,Oaxaca,Yogana,municipality, 
2020,Oaxaca,Yutanduchi de Guerrero,municipality, 
2020,Oaxaca,Villa de Zaachila,municipality,1
2020,Oaxaca,San Mateo Yucutindoo,municipality,2
2020,Oaxaca,Zapotitlán Lagunas,municipality, 
2020,Oaxaca,Zapotitlán Palmas,municipality, 
2020,Oaxaca,Santa Inés de Zaragoza,municipality, 
2020,Oaxaca,Zimatlán de Álvarez,municipality,5
2020,Oaxaca,No especificado,municipality,1
2020,Puebla,Puebla,state,960
2020,Puebla,Acajete,municipality,10
2020,Puebla,Acateno,municipality,3
2020,Puebla,Acatlán,municipality,10
2020,Puebla,Acatzingo,municipality,13
2020,Puebla,Acteopan,municipality, 
2020,Puebla,Ahuacatlán,municipality, 
2020,Puebla,Ahuatlán,municipality,1
2020,Puebla,Ahuazotepec,municipality,2
2020,Puebla,Ahuehuetitla,municipality, 
2020,Puebla,Ajalpan,municipality,2
2020,Puebla,Albino Zertuche,municipality, 
2020,Puebla,Aljojuca,municipality,2
2020,Puebla,Altepexi,municipality,1
2020,Puebla,Amixtlán,municipality,1
2020,Puebla,Amozoc,municipality,17
2020,Puebla,Aquixtla,municipality,1
2020,Puebla,Atempan,municipality,2
2020,Puebla,Atexcal,municipality, 
2020,Puebla,Atlixco,municipality,54
2020,Puebla,Atoyatempan,municipality, 
2020,Puebla,Atzala,municipality,2
2020,Puebla,Atzitzihuacán,municipality,3
2020,Puebla,Atzitzintla,municipality, 
2020,Puebla,Axutla,municipality, 
2020,Puebla,Ayotoxco de Guerrero,municipality, 
2020,Puebla,Calpan,municipality, 
2020,Puebla,Caltepec,municipality, 
2020,Puebla,Camocuautla,municipality, 
2020,Puebla,Caxhuacan,municipality, 
2020,Puebla,Coatepec,municipality, 
2020,Puebla,Coatzingo,municipality, 
2020,Puebla,Cohetzala,municipality, 
2020,Puebla,Cohuecan,municipality,1
2020,Puebla,Coronango,municipality,6
2020,Puebla,Coxcatlán,municipality, 
2020,Puebla,Coyomeapan,municipality,6
2020,Puebla,Coyotepec,municipality, 
2020,Puebla,Cuapiaxtla de Madero,municipality,2
2020,Puebla,Cuautempan,municipality,1
2020,Puebla,Cuautinchán,municipality,3
2020,Puebla,Cuautlancingo,municipality,6
2020,Puebla,Cuayuca de Andrade,municipality,1
2020,Puebla,Cuetzalan del Progreso,municipality, 
2020,Puebla,Cuyoaco,municipality,2
2020,Puebla,Chalchicomula de Sesma,municipality,3
2020,Puebla,Chapulco,municipality, 
2020,Puebla,Chiautla,municipality,2
2020,Puebla,Chiautzingo,municipality,1
2020,Puebla,Chiconcuautla,municipality,2
2020,Puebla,Chichiquila,municipality,1
2020,Puebla,Chietla,municipality,9
2020,Puebla,Chignahuapan,municipality,23
2020,Puebla,Chignautla,municipality,1
2020,Puebla,Chila,municipality,2
2020,Puebla,Chila de la Sal,municipality, 
2020,Puebla,Honey,municipality, 
2020,Puebla,Chilchotla,municipality,1
2020,Puebla,Chinantla,municipality, 
2020,Puebla,Domingo Arenas,municipality, 
2020,Puebla,Eloxochitlán,municipality,3
2020,Puebla,Epatlán,municipality,2
2020,Puebla,Esperanza,municipality,3
2020,Puebla,Francisco Z,municipality,4
2020,Puebla,General Felipe Ángeles,municipality,1
2020,Puebla,Guadalupe,municipality, 
2020,Puebla,Guadalupe Victoria,municipality,2
2020,Puebla,Hermenegildo Galeana,municipality, 
2020,Puebla,Huaquechula,municipality,4
2020,Puebla,Huatlatlauca,municipality, 
2020,Puebla,Huauchinango,municipality,17
2020,Puebla,Huehuetla,municipality,1
2020,Puebla,Huehuetlán el Chico,municipality,1
2020,Puebla,Huejotzingo,municipality,24
2020,Puebla,Hueyapan,municipality, 
2020,Puebla,Hueytamalco,municipality,4
2020,Puebla,Hueytlalpan,municipality, 
2020,Puebla,Huitzilan de Serdán,municipality, 
2020,Puebla,Huitziltepec,municipality,2
2020,Puebla,Atlequizayan,municipality, 
2020,Puebla,Ixcamilpa de Guerrero,municipality, 
2020,Puebla,Ixcaquixtla,municipality, 
2020,Puebla,Ixtacamaxtitlán,municipality,1
2020,Puebla,Ixtepec,municipality, 
2020,Puebla,Izúcar de Matamoros,municipality,37
2020,Puebla,Jalpan,municipality,3
2020,Puebla,Jolalpan,municipality,2
2020,Puebla,Jonotla,municipality,3
2020,Puebla,Jopala,municipality, 
2020,Puebla,Juan C,municipality,1
2020,Puebla,Juan Galindo,municipality,1
2020,Puebla,Juan N,municipality,1
2020,Puebla,Lafragua,municipality, 
2020,Puebla,Libres,municipality,6
2020,Puebla,Mazapiltepec de Juárez,municipality,2
2020,Puebla,Mixtla,municipality, 
2020,Puebla,Molcaxac,municipality,2
2020,Puebla,Cañada Morelos,municipality,5
2020,Puebla,Naupan,municipality,2
2020,Puebla,Nauzontla,municipality, 
2020,Puebla,Nealtican,municipality,1
2020,Puebla,Nicolás Bravo,municipality, 
2020,Puebla,Nopalucan,municipality,3
2020,Puebla,Ocotepec,municipality, 
2020,Puebla,Ocoyucan,municipality,6
2020,Puebla,Olintla,municipality, 
2020,Puebla,Oriental,municipality, 
2020,Puebla,Pahuatlán,municipality,5
2020,Puebla,Palmar de Bravo,municipality,10
2020,Puebla,Pantepec,municipality,1
2020,Puebla,Petlalcingo,municipality, 
2020,Puebla,Piaxtla,municipality, 
2020,Puebla,Puebla,municipality,220
2020,Puebla,Quecholac,municipality,1
2020,Puebla,Quimixtlán,municipality, 
2020,Puebla,Rafael Lara Grajales,municipality,1
2020,Puebla,Los Reyes de Juárez,municipality,3
2020,Puebla,San Andrés Cholula,municipality,15
2020,Puebla,San Antonio Cañada,municipality, 
2020,Puebla,San Diego la Mesa Tochimiltzingo,municipality, 
2020,Puebla,San Felipe Teotlalcingo,municipality,1
2020,Puebla,San Felipe Tepatlán,municipality, 
2020,Puebla,San Gabriel Chilac,municipality,1
2020,Puebla,San Gregorio Atzompa,municipality, 
2020,Puebla,San Jerónimo Tecuanipan,municipality,1
2020,Puebla,San Jerónimo Xayacatlán,municipality, 
2020,Puebla,San José Chiapa,municipality, 
2020,Puebla,San José Miahuatlán,municipality,1
2020,Puebla,San Juan Atenco,municipality, 
2020,Puebla,San Juan Atzompa,municipality, 
2020,Puebla,San Martín Texmelucan,municipality,35
2020,Puebla,San Martín Totoltepec,municipality,1
2020,Puebla,San Matías Tlalancaleca,municipality,1
2020,Puebla,San Miguel Ixitlán,municipality, 
2020,Puebla,San Miguel Xoxtla,municipality, 
2020,Puebla,San Nicolás Buenos Aires,municipality, 
2020,Puebla,San Nicolás de los Ranchos,municipality,1
2020,Puebla,San Pablo Anicano,municipality, 
2020,Puebla,San Pedro Cholula,municipality,4
2020,Puebla,San Pedro Yeloixtlahuaca,municipality, 
2020,Puebla,San Salvador el Seco,municipality,3
2020,Puebla,San Salvador el Verde,municipality,2
2020,Puebla,San Salvador Huixcolotla,municipality,11
2020,Puebla,San Sebastián Tlacotepec,municipality,5
2020,Puebla,Santa Catarina Tlaltempan,municipality, 
2020,Puebla,Santa Inés Ahuatempan,municipality,3
2020,Puebla,Santa Isabel Cholula,municipality,1
2020,Puebla,Santiago Miahuatlán,municipality,2
2020,Puebla,Huehuetlán el Grande,municipality,1
2020,Puebla,Santo Tomás Hueyotlipan,municipality,1
2020,Puebla,Soltepec,municipality,1
2020,Puebla,Tecali de Herrera,municipality,3
2020,Puebla,Tecamachalco,municipality,40
2020,Puebla,Tecomatlán,municipality,7
2020,Puebla,Tehuacán,municipality,31
2020,Puebla,Tehuitzingo,municipality,2
2020,Puebla,Tenampulco,municipality, 
2020,Puebla,Teopantlán,municipality, 
2020,Puebla,Teotlalco,municipality,2
2020,Puebla,Tepanco de López,municipality, 
2020,Puebla,Tepango de Rodríguez,municipality,2
2020,Puebla,Tepatlaxco de Hidalgo,municipality,1
2020,Puebla,Tepeaca,municipality,16
2020,Puebla,Tepemaxalco,municipality, 
2020,Puebla,Tepeojuma,municipality,3
2020,Puebla,Tepetzintla,municipality, 
2020,Puebla,Tepexco,municipality,1
2020,Puebla,Tepexi de Rodríguez,municipality,4
2020,Puebla,Tepeyahualco,municipality,5
2020,Puebla,Tepeyahualco de Cuauhtémoc,municipality, 
2020,Puebla,Tetela de Ocampo,municipality,1
2020,Puebla,Teteles de Avila Castillo,municipality, 
2020,Puebla,Teziutlán,municipality,4
2020,Puebla,Tianguismanalco,municipality,3
2020,Puebla,Tilapa,municipality,12
2020,Puebla,Tlacotepec de Benito Juárez,municipality,15
2020,Puebla,Tlacuilotepec,municipality,2
2020,Puebla,Tlachichuca,municipality, 
2020,Puebla,Tlahuapan,municipality,7
2020,Puebla,Tlaltenango,municipality,1
2020,Puebla,Tlanepantla,municipality,1
2020,Puebla,Tlaola,municipality,2
2020,Puebla,Tlapacoya,municipality, 
2020,Puebla,Tlapanalá,municipality, 
2020,Puebla,Tlatlauquitepec,municipality,4
2020,Puebla,Tlaxco,municipality,1
2020,Puebla,Tochimilco,municipality,1
2020,Puebla,Tochtepec,municipality,8
2020,Puebla,Totoltepec de Guerrero,municipality, 
2020,Puebla,Tulcingo,municipality,3
2020,Puebla,Tuzamapan de Galeana,municipality,2
2020,Puebla,Tzicatlacoyan,municipality, 
2020,Puebla,Venustiano Carranza,municipality,6
2020,Puebla,Vicente Guerrero,municipality,1
2020,Puebla,Xayacatlán de Bravo,municipality, 
2020,Puebla,Xicotepec,municipality,18
2020,Puebla,Xicotlán,municipality, 
2020,Puebla,Xiutetelco,municipality,2
2020,Puebla,Xochiapulco,municipality, 
2020,Puebla,Xochiltepec,municipality,2
2020,Puebla,Xochitlán de Vicente Suárez,municipality,1
2020,Puebla,Xochitlán Todos Santos,municipality,1
2020,Puebla,Yaonáhuac,municipality, 
2020,Puebla,Yehualtepec,municipality,10
2020,Puebla,Zacapala,municipality,1
2020,Puebla,Zacapoaxtla,municipality,3
2020,Puebla,Zacatlán,municipality,31
2020,Puebla,Zapotitlán,municipality, 
2020,Puebla,Zapotitlán de Méndez,municipality, 
2020,Puebla,Zaragoza,municipality,1
2020,Puebla,Zautla,municipality, 
2020,Puebla,Zihuateutla,municipality,6
2020,Puebla,Zinacatepec,municipality,1
2020,Puebla,Zongozotla,municipality, 
2020,Puebla,Zoquiapan,municipality, 
2020,Puebla,Zoquitlán,municipality,1
2020,Puebla,No especificado,municipality,18
2020,Querétaro,Querétaro,state,226
2020,Querétaro,Amealco de Bonfil,municipality,9
2020,Querétaro,Pinal de Amoles,municipality,2
2020,Querétaro,Arroyo Seco,municipality, 
2020,Querétaro,Cadereyta de Montes,municipality,8
2020,Querétaro,Colón,municipality,3
2020,Querétaro,Corregidora,municipality,9
2020,Querétaro,Ezequiel Montes,municipality,9
2020,Querétaro,Huimilpan,municipality,5
2020,Querétaro,Jalpan de Serra,municipality, 
2020,Querétaro,Landa de Matamoros,municipality,4
2020,Querétaro,El Marqués,municipality,29
2020,Querétaro,Pedro Escobedo,municipality,4
2020,Querétaro,Peñamiller,municipality, 
2020,Querétaro,Querétaro,municipality,95
2020,Querétaro,San Joaquín,municipality, 
2020,Querétaro,San Juan del Río,municipality,42
2020,Querétaro,Tequisquiapan,municipality,5
2020,Querétaro,Tolimán,municipality,2
2020,Querétaro,No especificado,municipality, 
2020,Quintana Roo,Quintana Roo,state,623
2020,Quintana Roo,Cozumel,municipality,3
2020,Quintana Roo,Felipe Carrillo Puerto,municipality,17
2020,Quintana Roo,Isla Mujeres,municipality,17
2020,Quintana Roo,Othón P,municipality,40
2020,Quintana Roo,Benito Juárez,municipality,348
2020,Quintana Roo,José María Morelos,municipality,1
2020,Quintana Roo,Lázaro Cárdenas,municipality,7
2020,Quintana Roo,Solidaridad,municipality,109
2020,Quintana Roo,Tulum,municipality,49
2020,Quintana Roo,Bacalar,municipality,20
2020,Quintana Roo,Puerto Morelos,municipality,12
2020,Quintana Roo,No especificado,municipality, 
2020,San Luis Potosí,San Luis Potosí,state,794
2020,San Luis Potosí,Ahualulco,municipality,3
2020,San Luis Potosí,Alaquines,municipality, 
2020,San Luis Potosí,Aquismón,municipality,3
2020,San Luis Potosí,Armadillo de los Infante,municipality, 
2020,San Luis Potosí,Cárdenas,municipality,3
2020,San Luis Potosí,Catorce,municipality,1
2020,San Luis Potosí,Cedral,municipality,2
2020,San Luis Potosí,Cerritos,municipality,11
2020,San Luis Potosí,Cerro de San Pedro,municipality,3
2020,San Luis Potosí,Ciudad del Maíz,municipality,2
2020,San Luis Potosí,Ciudad Fernández,municipality,21
2020,San Luis Potosí,Tancanhuitz,municipality,1
2020,San Luis Potosí,Ciudad Valles,municipality,23
2020,San Luis Potosí,Coxcatlán,municipality,1
2020,San Luis Potosí,Charcas,municipality,2
2020,San Luis Potosí,Ebano,municipality,11
2020,San Luis Potosí,Guadalcázar,municipality,2
2020,San Luis Potosí,Huehuetlán,municipality, 
2020,San Luis Potosí,Lagunillas,municipality, 
2020,San Luis Potosí,Matehuala,municipality,23
2020,San Luis Potosí,Mexquitic de Carmona,municipality,8
2020,San Luis Potosí,Moctezuma,municipality,3
2020,San Luis Potosí,Rayón,municipality,2
2020,San Luis Potosí,Rioverde,municipality,45
2020,San Luis Potosí,Salinas,municipality,11
2020,San Luis Potosí,San Antonio,municipality, 
2020,San Luis Potosí,San Ciro de Acosta,municipality,1
2020,San Luis Potosí,San Luis Potosí,municipality,362
2020,San Luis Potosí,San Martín Chalchicuautla,municipality, 
2020,San Luis Potosí,San Nicolás Tolentino,municipality, 
2020,San Luis Potosí,Santa Catarina,municipality,7
2020,San Luis Potosí,Santa María del Río,municipality,11
2020,San Luis Potosí,Santo Domingo,municipality,1
2020,San Luis Potosí,San Vicente Tancuayalab,municipality, 
2020,San Luis Potosí,Soledad de Graciano Sánchez,municipality,81
2020,San Luis Potosí,Tamasopo,municipality,3
2020,San Luis Potosí,Tamazunchale,municipality,5
2020,San Luis Potosí,Tampacán,municipality,1
2020,San Luis Potosí,Tampamolón Corona,municipality,5
2020,San Luis Potosí,Tamuín,municipality,10
2020,San Luis Potosí,Tanlajás,municipality,3
2020,San Luis Potosí,Tanquián de Escobedo,municipality,1
2020,San Luis Potosí,Tierra Nueva,municipality,2
2020,San Luis Potosí,Vanegas,municipality,16
2020,San Luis Potosí,Venado,municipality,3
2020,San Luis Potosí,Villa de Arriaga,municipality,9
2020,San Luis Potosí,Villa de Guadalupe,municipality,2
2020,San Luis Potosí,Villa de la Paz,municipality,5
2020,San Luis Potosí,Villa de Ramos,municipality,30
2020,San Luis Potosí,Villa de Reyes,municipality,18
2020,San Luis Potosí,Villa Hidalgo,municipality,5
